Year,Month,Work Type,Value
2013,June,All Work,11499
2013,July,New Housing - Public,411
2013,July,New Housing - Private,1731
2013,July,Total Housing,2143
2013,July,Other New Work - Infrastructure,1351
2013,July,Other New Work - Excluding Infrastructure - Public,970
2013,July,Other New Work - Excluding Infrastructure - Private Industrial,313
2013,July,Other New Work - Excluding Infrastructure - Private Commercial,2218
2013,July,All New Work,6994
2013,July,Repair & Maintenance - Housing - Private,684
2013,July,Repair & Maintenance - Housing - Public,1518
2013,July,Repair & Maintenance - Housing - Total,2202
2013,July,Repair and Maintenance - Non Housing R&M,2202
2013,July,All Repair and Maintenance,4405
2013,July,All Work,11399
2013,Aug,New Housing - Public,420
2013,Aug,New Housing - Private,1783
2013,Aug,Total Housing,2203
2013,Aug,Other New Work - Infrastructure,1383
2013,Aug,Other New Work - Excluding Infrastructure - Public,962
2013,Aug,Other New Work - Excluding Infrastructure - Private Industrial,347
2013,Aug,Other New Work - Excluding Infrastructure - Private Commercial,2280
2013,Aug,All New Work,7175
2013,Aug,Repair & Maintenance - Housing - Private,742
2013,Aug,Repair & Maintenance - Housing - Public,1543
2013,Aug,Repair & Maintenance - Housing - Total,2285
2013,Aug,Repair and Maintenance - Non Housing R&M,2318
2013,Aug,All Repair and Maintenance,4602
2013,Aug,All Work,11777
2013,Sep,New Housing - Public,415
2013,Sep,New Housing - Private,1780
2013,Sep,Total Housing,2195
2013,Sep,Other New Work - Infrastructure,1294
2013,Sep,Other New Work - Excluding Infrastructure - Public,1017
2013,Sep,Other New Work - Excluding Infrastructure - Private Industrial,296
2013,Sep,Other New Work - Excluding Infrastructure - Private Commercial,2360
2013,Sep,All New Work,7161
2013,Sep,Repair & Maintenance - Housing - Private,719
2013,Sep,Repair & Maintenance - Housing - Public,1552
2013,Sep,Repair & Maintenance - Housing - Total,2271
2013,Sep,Repair and Maintenance - Non Housing R&M,2242
2013,Sep,All Repair and Maintenance,4513
2013,Sep,All Work,11674
2013,Oct,New Housing - Public,473
2013,Oct,New Housing - Private,1836
2013,Oct,Total Housing,2309
2013,Oct,Other New Work - Infrastructure,1446
2013,Oct,Other New Work - Excluding Infrastructure - Public,948
2013,Oct,Other New Work - Excluding Infrastructure - Private Industrial,319
2013,Oct,Other New Work - Excluding Infrastructure - Private Commercial,2295
2013,Oct,All New Work,7316
2013,Oct,Repair & Maintenance - Housing - Private,741
2013,Oct,Repair & Maintenance - Housing - Public,1542
2013,Oct,Repair & Maintenance - Housing - Total,2283
2013,Oct,Repair and Maintenance - Non Housing R&M,2304
2013,Oct,All Repair and Maintenance,4587
2013,Oct,All Work,11903
2013,Nov,New Housing - Public,472
2013,Nov,New Housing - Private,1828
2013,Nov,Total Housing,2301
2013,Nov,Other New Work - Infrastructure,1409
2013,Nov,Other New Work - Excluding Infrastructure - Public,943
2013,Nov,Other New Work - Excluding Infrastructure - Private Industrial,317
2013,Nov,Other New Work - Excluding Infrastructure - Private Commercial,2224
2013,Nov,All New Work,7193
2013,Nov,Repair & Maintenance - Housing - Private,729
2013,Nov,Repair & Maintenance - Housing - Public,1558
2013,Nov,Repair & Maintenance - Housing - Total,2287
2013,Nov,Repair and Maintenance - Non Housing R&M,2265
2013,Nov,All Repair and Maintenance,4553
2013,Nov,All Work,11746
2013,Dec,New Housing - Public,461
2013,Dec,New Housing - Private,1944
2013,Dec,Total Housing,2404
2013,Dec,Other New Work - Infrastructure,1405
2013,Dec,Other New Work - Excluding Infrastructure - Public,942
2013,Dec,Other New Work - Excluding Infrastructure - Private Industrial,336
2013,Dec,Other New Work - Excluding Infrastructure - Private Commercial,2189
2013,Dec,All New Work,7276
2013,Dec,Repair & Maintenance - Housing - Private,732
2013,Dec,Repair & Maintenance - Housing - Public,1512
2013,Dec,Repair & Maintenance - Housing - Total,2244
2013,Dec,Repair and Maintenance - Non Housing R&M,2277
2013,Dec,All Repair and Maintenance,4521
2013,Dec,All Work,11797
2014,"Jan ",New Housing - Public,510
2014,"Jan ",New Housing - Private,2117
2014,"Jan ",Total Housing,2627
2014,"Jan ",Other New Work - Infrastructure,1374
2014,"Jan ",Other New Work - Excluding Infrastructure - Public,913
2014,"Jan ",Other New Work - Excluding Infrastructure - Private Industrial,328
2014,"Jan ",Other New Work - Excluding Infrastructure - Private Commercial,2265
2014,"Jan ",All New Work,7506
2014,"Jan ",Repair & Maintenance - Housing - Private,771
2014,"Jan ",Repair & Maintenance - Housing - Public,1616
2014,"Jan ",Repair & Maintenance - Housing - Total,2387
2014,"Jan ",Repair and Maintenance - Non Housing R&M,2314
2014,"Jan ",All Repair and Maintenance,4701
2014,"Jan ",All Work,12207
2014,"Feb ",New Housing - Public,521
2014,"Feb ",New Housing - Private,2024
2014,"Feb ",Total Housing,2544
2014,"Feb ",Other New Work - Infrastructure,1352
2014,"Feb ",Other New Work - Excluding Infrastructure - Public,935
2014,"Feb ",Other New Work - Excluding Infrastructure - Private Industrial,371
2014,"Feb ",Other New Work - Excluding Infrastructure - Private Commercial,2288
2014,"Feb ",All New Work,7490
2014,"Feb ",Repair & Maintenance - Housing - Private,729
2014,"Feb ",Repair & Maintenance - Housing - Public,1661
2014,"Feb ",Repair & Maintenance - Housing - Total,2390
2014,"Feb ",Repair and Maintenance - Non Housing R&M,2282
2014,"Feb ",All Repair and Maintenance,4672
2014,"Feb ",All Work,12161
2014,"Mar ",New Housing - Public,524
2014,"Mar ",New Housing - Private,2045
2014,"Mar ",Total Housing,2569
2014,"Mar ",Other New Work - Infrastructure,1312
2014,"Mar ",Other New Work - Excluding Infrastructure - Public,962
2014,"Mar ",Other New Work - Excluding Infrastructure - Private Industrial,391
2014,"Mar ",Other New Work - Excluding Infrastructure - Private Commercial,2365
2014,"Mar ",All New Work,7598
2014,"Mar ",Repair & Maintenance - Housing - Private,727
2014,"Mar ",Repair & Maintenance - Housing - Public,1648
2014,"Mar ",Repair & Maintenance - Housing - Total,2375
2014,"Mar ",Repair and Maintenance - Non Housing R&M,2233
2014,"Mar ",All Repair and Maintenance,4608
2014,"Mar ",All Work,12206
2014,Apr,New Housing - Public,526
2014,Apr,New Housing - Private,2161
2014,Apr,Total Housing,2687
2014,Apr,Other New Work - Infrastructure,1306
2014,Apr,Other New Work - Excluding Infrastructure - Public,1005
2014,Apr,Other New Work - Excluding Infrastructure - Private Industrial,412
2014,Apr,Other New Work - Excluding Infrastructure - Private Commercial,2378
2014,Apr,All New Work,7788
2014,Apr,Repair & Maintenance - Housing - Private,754
2014,Apr,Repair & Maintenance - Housing - Public,1681
2014,Apr,Repair & Maintenance - Housing - Total,2435
2014,Apr,Repair and Maintenance - Non Housing R&M,2383
2014,Apr,All Repair and Maintenance,4818
2014,Apr,All Work,12606
2014,May,New Housing - Public,578
2014,May,New Housing - Private,2167
2014,May,Total Housing,2745
2014,May,Other New Work - Infrastructure,1327
2014,May,Other New Work - Excluding Infrastructure - Public,949
2014,May,Other New Work - Excluding Infrastructure - Private Industrial,407
2014,May,Other New Work - Excluding Infrastructure - Private Commercial,2323
2014,May,All New Work,7752
2014,May,Repair & Maintenance - Housing - Private,739
2014,May,Repair & Maintenance - Housing - Public,1628
2014,May,Repair & Maintenance - Housing - Total,2368
2014,May,Repair and Maintenance - Non Housing R&M,2364
2014,May,All Repair and Maintenance,4732
2014,May,All Work,12483
2014,June,New Housing - Public,591
2014,June,New Housing - Private,2185
2014,June,Total Housing,2776
2014,June,Other New Work - Infrastructure,1302
2014,June,Other New Work - Excluding Infrastructure - Public,979
2014,June,Other New Work - Excluding Infrastructure - Private Industrial,416
2014,June,Other New Work - Excluding Infrastructure - Private Commercial,2359
2014,June,All New Work,7832
2014,June,Repair & Maintenance - Housing - Private,758
2014,June,Repair & Maintenance - Housing - Public,1595
2014,June,Repair & Maintenance - Housing - Total,2353
2014,June,Repair and Maintenance - Non Housing R&M,2455
2014,June,All Repair and Maintenance,4808
2014,June,All Work,12640
2014,July,New Housing - Public,568
2014,July,New Housing - Private,2268
2014,July,Total Housing,2836
2014,July,Other New Work - Infrastructure,1317
2014,July,Other New Work - Excluding Infrastructure - Public,956
2014,July,Other New Work - Excluding Infrastructure - Private Industrial,402
2014,July,Other New Work - Excluding Infrastructure - Private Commercial,2348
2014,July,All New Work,7859
2014,July,Repair & Maintenance - Housing - Private,754
2014,July,Repair & Maintenance - Housing - Public,1627
2014,July,Repair & Maintenance - Housing - Total,2381
2014,July,Repair and Maintenance - Non Housing R&M,2374
2014,July,All Repair and Maintenance,4755
2014,July,All Work,12614
2014,Aug,New Housing - Public,594
2014,Aug,New Housing - Private,2280
2014,Aug,Total Housing,2874
2014,Aug,Other New Work - Infrastructure,1326
2014,Aug,Other New Work - Excluding Infrastructure - Public,991
2014,Aug,Other New Work - Excluding Infrastructure - Private Industrial,401
2014,Aug,Other New Work - Excluding Infrastructure - Private Commercial,2325
2014,Aug,All New Work,7916
2014,Aug,Repair & Maintenance - Housing - Private,772
2014,Aug,Repair & Maintenance - Housing - Public,1708
2014,Aug,Repair & Maintenance - Housing - Total,2480
2014,Aug,Repair and Maintenance - Non Housing R&M,2454
2014,Aug,All Repair and Maintenance,4934
2014,Aug,All Work,12851
2014,Sep,New Housing - Public,582
2014,Sep,New Housing - Private,2296
2014,Sep,Total Housing,2879
2014,Sep,Other New Work - Infrastructure,1362
2014,Sep,Other New Work - Excluding Infrastructure - Public,988
2014,Sep,Other New Work - Excluding Infrastructure - Private Industrial,399
2014,Sep,Other New Work - Excluding Infrastructure - Private Commercial,2365
2014,Sep,All New Work,7993
2014,Sep,Repair & Maintenance - Housing - Private,759
2014,Sep,Repair & Maintenance - Housing - Public,1628
2014,Sep,Repair & Maintenance - Housing - Total,2387
2014,Sep,Repair and Maintenance - Non Housing R&M,2445
2014,Sep,All Repair and Maintenance,4832
2014,Sep,All Work,12825
2014,Oct,New Housing - Public,580
2014,Oct,New Housing - Private,2275
2014,Oct,Total Housing,2855
2014,Oct,Other New Work - Infrastructure,1373
2014,Oct,Other New Work - Excluding Infrastructure - Public,1026
2014,Oct,Other New Work - Excluding Infrastructure - Private Industrial,381
2014,Oct,Other New Work - Excluding Infrastructure - Private Commercial,2347
2014,Oct,All New Work,7982
2014,Oct,Repair & Maintenance - Housing - Private,746
2014,Oct,Repair & Maintenance - Housing - Public,1624
2014,Oct,Repair & Maintenance - Housing - Total,2370
2014,Oct,Repair and Maintenance - Non Housing R&M,2383
2014,Oct,All Repair and Maintenance,4753
2014,Oct,All Work,12735
2014,Nov,New Housing - Public,555
2014,Nov,New Housing - Private,2327
2014,Nov,Total Housing,2882
2014,Nov,Other New Work - Infrastructure,1439
2014,Nov,Other New Work - Excluding Infrastructure - Public,1003
2014,Nov,Other New Work - Excluding Infrastructure - Private Industrial,393
2014,Nov,Other New Work - Excluding Infrastructure - Private Commercial,2424
2014,Nov,All New Work,8141
2014,Nov,Repair & Maintenance - Housing - Private,776
2014,Nov,Repair & Maintenance - Housing - Public,1607
2014,Nov,Repair & Maintenance - Housing - Total,2383
2014,Nov,Repair and Maintenance - Non Housing R&M,2433
2014,Nov,All Repair and Maintenance,4816
2014,Nov,All Work,12957
2014,Dec,New Housing - Public,559
2014,Dec,New Housing - Private,2297
2014,Dec,Total Housing,2856
2014,Dec,Other New Work - Infrastructure,1427
2014,Dec,Other New Work - Excluding Infrastructure - Public,992
2014,Dec,Other New Work - Excluding Infrastructure - Private Industrial,385
2014,Dec,Other New Work - Excluding Infrastructure - Private Commercial,2454
2014,Dec,All New Work,8115
2014,Dec,Repair & Maintenance - Housing - Private,744
2014,Dec,Repair & Maintenance - Housing - Public,1604
2014,Dec,Repair & Maintenance - Housing - Total,2348
2014,Dec,Repair and Maintenance - Non Housing R&M,2370
2014,Dec,All Repair and Maintenance,4719
2014,Dec,All Work,12833
2015,"Jan ",New Housing - Public,547
2015,"Jan ",New Housing - Private,2391
2015,"Jan ",Total Housing,2938
2015,"Jan ",Other New Work - Infrastructure,1585
2015,"Jan ",Other New Work - Excluding Infrastructure - Public,923
2015,"Jan ",Other New Work - Excluding Infrastructure - Private Industrial,425
2015,"Jan ",Other New Work - Excluding Infrastructure - Private Commercial,2434
2015,"Jan ",All New Work,8305
2015,"Jan ",Repair & Maintenance - Housing - Private,767
2015,"Jan ",Repair & Maintenance - Housing - Public,1596
2015,"Jan ",Repair & Maintenance - Housing - Total,2363
2015,"Jan ",Repair and Maintenance - Non Housing R&M,2394
2015,"Jan ",All Repair and Maintenance,4757
2015,"Jan ",All Work,13062
2015,"Feb ",New Housing - Public,549
2015,"Feb ",New Housing - Private,2344
2015,"Feb ",Total Housing,2893
2015,"Feb ",Other New Work - Infrastructure,1536
2015,"Feb ",Other New Work - Excluding Infrastructure - Public,999
2015,"Feb ",Other New Work - Excluding Infrastructure - Private Industrial,434
2015,"Feb ",Other New Work - Excluding Infrastructure - Private Commercial,2445
2015,"Feb ",All New Work,8308
2015,"Feb ",Repair & Maintenance - Housing - Private,755
2015,"Feb ",Repair & Maintenance - Housing - Public,1570
2015,"Feb ",Repair & Maintenance - Housing - Total,2325
2015,"Feb ",Repair and Maintenance - Non Housing R&M,2317
2015,"Feb ",All Repair and Maintenance,4642
2015,"Feb ",All Work,12950
2015,"Mar ",New Housing - Public,525
2015,"Mar ",New Housing - Private,2358
2015,"Mar ",Total Housing,2884
2015,"Mar ",Other New Work - Infrastructure,1645
2015,"Mar ",Other New Work - Excluding Infrastructure - Public,963
2015,"Mar ",Other New Work - Excluding Infrastructure - Private Industrial,424
2015,"Mar ",Other New Work - Excluding Infrastructure - Private Commercial,2309
2015,"Mar ",All New Work,8224
2015,"Mar ",Repair & Maintenance - Housing - Private,778
2015,"Mar ",Repair & Maintenance - Housing - Public,1709
2015,"Mar ",Repair & Maintenance - Housing - Total,2487
2015,"Mar ",Repair and Maintenance - Non Housing R&M,2381
2015,"Mar ",All Repair and Maintenance,4869
2015,"Mar ",All Work,13093
2015,Apr,New Housing - Public,552
2015,Apr,New Housing - Private,2490
2015,Apr,Total Housing,3042
2015,Apr,Other New Work - Infrastructure,1683
2015,Apr,Other New Work - Excluding Infrastructure - Public,972
2015,Apr,Other New Work - Excluding Infrastructure - Private Industrial,433
2015,Apr,Other New Work - Excluding Infrastructure - Private Commercial,2369
2015,Apr,All New Work,8499
2015,Apr,Repair & Maintenance - Housing - Private,745
2015,Apr,Repair & Maintenance - Housing - Public,1671
2015,Apr,Repair & Maintenance - Housing - Total,2416
2015,Apr,Repair and Maintenance - Non Housing R&M,2303
2015,Apr,All Repair and Maintenance,4720
2015,Apr,All Work,13219
2015,May,New Housing - Public,489
2015,May,New Housing - Private,2504
2015,May,Total Housing,2993
2015,May,Other New Work - Infrastructure,1616
2015,May,Other New Work - Excluding Infrastructure - Public,972
2015,May,Other New Work - Excluding Infrastructure - Private Industrial,432
2015,May,Other New Work - Excluding Infrastructure - Private Commercial,2379
2015,May,All New Work,8391
2015,May,Repair & Maintenance - Housing - Private,773
2015,May,Repair & Maintenance - Housing - Public,1691
2015,May,Repair & Maintenance - Housing - Total,2464
2015,May,Repair and Maintenance - Non Housing R&M,2265
2015,May,All Repair and Maintenance,4729
2015,May,All Work,13121
2015,June,New Housing - Public,463
2015,June,New Housing - Private,2388
2015,June,Total Housing,2850
2015,June,Other New Work - Infrastructure,1584
2015,June,Other New Work - Excluding Infrastructure - Public,1009
2015,June,Other New Work - Excluding Infrastructure - Private Industrial,430
2015,June,Other New Work - Excluding Infrastructure - Private Commercial,2486
2015,June,All New Work,8358
2015,June,Repair & Maintenance - Housing - Private,766
2015,June,Repair & Maintenance - Housing - Public,1700
2015,June,Repair & Maintenance - Housing - Total,2466
2015,June,Repair and Maintenance - Non Housing R&M,2232
2015,June,All Repair and Maintenance,4698
2015,June,All Work,13056
2015,July,New Housing - Public,439
2015,July,New Housing - Private,2366
2015,July,Total Housing,2805
2015,July,Other New Work - Infrastructure,1639
2015,July,Other New Work - Excluding Infrastructure - Public,981
2015,July,Other New Work - Excluding Infrastructure - Private Industrial,464
2015,July,Other New Work - Excluding Infrastructure - Private Commercial,2408
2015,July,All New Work,8297
2015,July,Repair & Maintenance - Housing - Private,760
2015,July,Repair & Maintenance - Housing - Public,1696
2015,July,Repair & Maintenance - Housing - Total,2456
2015,July,Repair and Maintenance - Non Housing R&M,2300
2015,July,All Repair and Maintenance,4756
2015,July,All Work,13053
2015,Aug,New Housing - Public,404
2015,Aug,New Housing - Private,2367
2015,Aug,Total Housing,2771
2015,Aug,Other New Work - Infrastructure,1616
2015,Aug,Other New Work - Excluding Infrastructure - Public,963
2015,Aug,Other New Work - Excluding Infrastructure - Private Industrial,458
2015,Aug,Other New Work - Excluding Infrastructure - Private Commercial,2399
2015,Aug,All New Work,8208
2015,Aug,Repair & Maintenance - Housing - Private,762
2015,Aug,Repair & Maintenance - Housing - Public,1687
2015,Aug,Repair & Maintenance - Housing - Total,2449
2015,Aug,Repair and Maintenance - Non Housing R&M,2220
2015,Aug,All Repair and Maintenance,4669
2015,Aug,All Work,12877
2015,Sep,New Housing - Public,410
2015,Sep,New Housing - Private,2366
2015,Sep,Total Housing,2776
2015,Sep,Other New Work - Infrastructure,1575
2015,Sep,Other New Work - Excluding Infrastructure - Public,1002
2015,Sep,Other New Work - Excluding Infrastructure - Private Industrial,447
2015,Sep,Other New Work - Excluding Infrastructure - Private Commercial,2341
2015,Sep,All New Work,8141
2015,Sep,Repair & Maintenance - Housing - Private,783
2015,Sep,Repair & Maintenance - Housing - Public,1719
2015,Sep,Repair & Maintenance - Housing - Total,2502
2015,Sep,Repair and Maintenance - Non Housing R&M,2265
2015,Sep,All Repair and Maintenance,4767
2015,Sep,All Work,12908
2015,Oct,New Housing - Public,409
2015,Oct,New Housing - Private,2436
2015,Oct,Total Housing,2845
2015,Oct,Other New Work - Infrastructure,1581
2015,Oct,Other New Work - Excluding Infrastructure - Public,987
2015,Oct,Other New Work - Excluding Infrastructure - Private Industrial,438
2015,Oct,Other New Work - Excluding Infrastructure - Private Commercial,2483
2015,Oct,All New Work,8334
2015,Oct,Repair & Maintenance - Housing - Private,755
2015,Oct,Repair & Maintenance - Housing - Public,1735
2015,Oct,Repair & Maintenance - Housing - Total,2489
2015,Oct,Repair and Maintenance - Non Housing R&M,2276
2015,Oct,All Repair and Maintenance,4765
2015,Oct,All Work,13100
2015,Nov,New Housing - Public,395
2015,Nov,New Housing - Private,2386
2015,Nov,Total Housing,2781
2015,Nov,Other New Work - Infrastructure,1531
2015,Nov,Other New Work - Excluding Infrastructure - Public,1001
2015,Nov,Other New Work - Excluding Infrastructure - Private Industrial,445
2015,Nov,Other New Work - Excluding Infrastructure - Private Commercial,2483
2015,Nov,All New Work,8242
2015,Nov,Repair & Maintenance - Housing - Private,742
2015,Nov,Repair & Maintenance - Housing - Public,1720
2015,Nov,Repair & Maintenance - Housing - Total,2462
2015,Nov,Repair and Maintenance - Non Housing R&M,2305
2015,Nov,All Repair and Maintenance,4767
2015,Nov,All Work,13009
2015,Dec,New Housing - Public,423
2015,Dec,New Housing - Private,2641
2015,Dec,Total Housing,3063
2015,Dec,Other New Work - Infrastructure,1741
2015,Dec,Other New Work - Excluding Infrastructure - Public,1009
2015,Dec,Other New Work - Excluding Infrastructure - Private Industrial,425
2015,Dec,Other New Work - Excluding Infrastructure - Private Commercial,2459
2015,Dec,All New Work,8698
2015,Dec,Repair & Maintenance - Housing - Private,748
2015,Dec,Repair & Maintenance - Housing - Public,1687
2015,Dec,Repair & Maintenance - Housing - Total,2435
2015,Dec,Repair and Maintenance - Non Housing R&M,2327
2015,Dec,All Repair and Maintenance,4762
2015,Dec,All Work,13460
2016,"Jan ",New Housing - Public,471
2016,"Jan ",New Housing - Private,2587
2016,"Jan ",Total Housing,3057
2016,"Jan ",Other New Work - Infrastructure,1543
2016,"Jan ",Other New Work - Excluding Infrastructure - Public,986
2016,"Jan ",Other New Work - Excluding Infrastructure - Private Industrial,400
2016,"Jan ",Other New Work - Excluding Infrastructure - Private Commercial,2602
2016,"Jan ",All New Work,8588
2016,"Jan ",Repair & Maintenance - Housing - Private,755
2016,"Jan ",Repair & Maintenance - Housing - Public,1745
2016,"Jan ",Repair & Maintenance - Housing - Total,2500
2016,"Jan ",Repair and Maintenance - Non Housing R&M,2283
2016,"Jan ",All Repair and Maintenance,4783
2016,"Jan ",All Work,13371
2016,"Feb ",New Housing - Public,436
2016,"Feb ",New Housing - Private,2685
2016,"Feb ",Total Housing,3121
2016,"Feb ",Other New Work - Infrastructure,1563
2016,"Feb ",Other New Work - Excluding Infrastructure - Public,975
2016,"Feb ",Other New Work - Excluding Infrastructure - Private Industrial,370
2016,"Feb ",Other New Work - Excluding Infrastructure - Private Commercial,2528
2016,"Feb ",All New Work,8558
2016,"Feb ",Repair & Maintenance - Housing - Private,767
2016,"Feb ",Repair & Maintenance - Housing - Public,1733
2016,"Feb ",Repair & Maintenance - Housing - Total,2500
2016,"Feb ",Repair and Maintenance - Non Housing R&M,2324
2016,"Feb ",All Repair and Maintenance,4824
2016,"Feb ",All Work,13382
2016,"Mar ",New Housing - Public,450
2016,"Mar ",New Housing - Private,2751
2016,"Mar ",Total Housing,3201
2016,"Mar ",Other New Work - Infrastructure,1564
2016,"Mar ",Other New Work - Excluding Infrastructure - Public,965
2016,"Mar ",Other New Work - Excluding Infrastructure - Private Industrial,430
2016,"Mar ",Other New Work - Excluding Infrastructure - Private Commercial,2507
2016,"Mar ",All New Work,8667
2016,"Mar ",Repair & Maintenance - Housing - Private,757
2016,"Mar ",Repair & Maintenance - Housing - Public,1751
2016,"Mar ",Repair & Maintenance - Housing - Total,2508
2016,"Mar ",Repair and Maintenance - Non Housing R&M,2233
2016,"Mar ",All Repair and Maintenance,4741
2016,"Mar ",All Work,13409
2016,Apr,New Housing - Public,413
2016,Apr,New Housing - Private,2774
2016,Apr,Total Housing,3187
2016,Apr,Other New Work - Infrastructure,1528
2016,Apr,Other New Work - Excluding Infrastructure - Public,1062
2016,Apr,Other New Work - Excluding Infrastructure - Private Industrial,423
2016,Apr,Other New Work - Excluding Infrastructure - Private Commercial,2551
2016,Apr,All New Work,8750
2016,Apr,Repair & Maintenance - Housing - Private,757
2016,Apr,Repair & Maintenance - Housing - Public,1783
2016,Apr,Repair & Maintenance - Housing - Total,2539
2016,Apr,Repair and Maintenance - Non Housing R&M,2301
2016,Apr,All Repair and Maintenance,4841
2016,Apr,All Work,13591
2016,May,New Housing - Public,435
2016,May,New Housing - Private,2723
2016,May,Total Housing,3157
2016,May,Other New Work - Infrastructure,1535
2016,May,Other New Work - Excluding Infrastructure - Public,1062
2016,May,Other New Work - Excluding Infrastructure - Private Industrial,458
2016,May,Other New Work - Excluding Infrastructure - Private Commercial,2593
2016,May,All New Work,8806
2016,May,Repair & Maintenance - Housing - Private,738
2016,May,Repair & Maintenance - Housing - Public,1736
2016,May,Repair & Maintenance - Housing - Total,2474
2016,May,Repair and Maintenance - Non Housing R&M,2331
2016,May,All Repair and Maintenance,4805
2016,May,All Work,13611
2016,June,New Housing - Public,444
2016,June,New Housing - Private,2712
2016,June,Total Housing,3156
2016,June,Other New Work - Infrastructure,1523
2016,June,Other New Work - Excluding Infrastructure - Public,1043
2016,June,Other New Work - Excluding Infrastructure - Private Industrial,406
2016,June,Other New Work - Excluding Infrastructure - Private Commercial,2619
2016,June,All New Work,8747
2016,June,Repair & Maintenance - Housing - Private,716
2016,June,Repair & Maintenance - Housing - Public,1762
2016,June,Repair & Maintenance - Housing - Total,2479
2016,June,Repair and Maintenance - Non Housing R&M,2340
2016,June,All Repair and Maintenance,4818
2016,June,All Work,13566
2016,July,New Housing - Public,437
2016,July,New Housing - Private,2739
2016,July,Total Housing,3175
2016,July,Other New Work - Infrastructure,1608
2016,July,Other New Work - Excluding Infrastructure - Public,1043
2016,July,Other New Work - Excluding Infrastructure - Private Industrial,397
2016,July,Other New Work - Excluding Infrastructure - Private Commercial,2625
2016,July,All New Work,8848
2016,July,Repair & Maintenance - Housing - Private,704
2016,July,Repair & Maintenance - Housing - Public,1773
2016,July,Repair & Maintenance - Housing - Total,2477
2016,July,Repair and Maintenance - Non Housing R&M,2303
2016,July,All Repair and Maintenance,4780
2016,July,All Work,13628
2016,Aug,New Housing - Public,442
2016,Aug,New Housing - Private,2733
2016,Aug,Total Housing,3174
2016,Aug,Other New Work - Infrastructure,1625
2016,Aug,Other New Work - Excluding Infrastructure - Public,1030
2016,Aug,Other New Work - Excluding Infrastructure - Private Industrial,395
2016,Aug,Other New Work - Excluding Infrastructure - Private Commercial,2630
2016,Aug,All New Work,8854
2016,Aug,Repair & Maintenance - Housing - Private,681
2016,Aug,Repair & Maintenance - Housing - Public,1751
2016,Aug,Repair & Maintenance - Housing - Total,2432
2016,Aug,Repair and Maintenance - Non Housing R&M,2307
2016,Aug,All Repair and Maintenance,4740
2016,Aug,All Work,13594
2016,Sep,New Housing - Public,434
2016,Sep,New Housing - Private,2752
2016,Sep,Total Housing,3186
2016,Sep,Other New Work - Infrastructure,1649
2016,Sep,Other New Work - Excluding Infrastructure - Public,1010
2016,Sep,Other New Work - Excluding Infrastructure - Private Industrial,402
2016,Sep,Other New Work - Excluding Infrastructure - Private Commercial,2651
2016,Sep,All New Work,8898
2016,Sep,Repair & Maintenance - Housing - Private,696
2016,Sep,Repair & Maintenance - Housing - Public,1820
2016,Sep,Repair & Maintenance - Housing - Total,2516
2016,Sep,Repair and Maintenance - Non Housing R&M,2268
2016,Sep,All Repair and Maintenance,4784
2016,Sep,All Work,13682
2016,Oct,New Housing - Public,442
2016,Oct,New Housing - Private,2744
2016,Oct,Total Housing,3186
2016,Oct,Other New Work - Infrastructure,1608
2016,Oct,Other New Work - Excluding Infrastructure - Public,994
2016,Oct,Other New Work - Excluding Infrastructure - Private Industrial,407
2016,Oct,Other New Work - Excluding Infrastructure - Private Commercial,2631
2016,Oct,All New Work,8826
2016,Oct,Repair & Maintenance - Housing - Private,699
2016,Oct,Repair & Maintenance - Housing - Public,1737
2016,Oct,Repair & Maintenance - Housing - Total,2436
2016,Oct,Repair and Maintenance - Non Housing R&M,2357
2016,Oct,All Repair and Maintenance,4793
2016,Oct,All Work,13619
2016,Nov,New Housing - Public,448
2016,Nov,New Housing - Private,2712
2016,Nov,Total Housing,3160
2016,Nov,Other New Work - Infrastructure,1667
2016,Nov,Other New Work - Excluding Infrastructure - Public,1039
2016,Nov,Other New Work - Excluding Infrastructure - Private Industrial,414
2016,Nov,Other New Work - Excluding Infrastructure - Private Commercial,2600
2016,Nov,All New Work,8880
2016,Nov,Repair & Maintenance - Housing - Private,695
2016,Nov,Repair & Maintenance - Housing - Public,1834
2016,Nov,Repair & Maintenance - Housing - Total,2530
2016,Nov,Repair and Maintenance - Non Housing R&M,2297
2016,Nov,All Repair and Maintenance,4827
2016,Nov,All Work,13707
2016,Dec,New Housing - Public,476
2016,Dec,New Housing - Private,2904
2016,Dec,Total Housing,3381
2016,Dec,Other New Work - Infrastructure,1685
2016,Dec,Other New Work - Excluding Infrastructure - Public,1048
2016,Dec,Other New Work - Excluding Infrastructure - Private Industrial,414
2016,Dec,Other New Work - Excluding Infrastructure - Private Commercial,2701
2016,Dec,All New Work,9228
2016,Dec,Repair & Maintenance - Housing - Private,724
2016,Dec,Repair & Maintenance - Housing - Public,1892
2016,Dec,Repair & Maintenance - Housing - Total,2617
2016,Dec,Repair and Maintenance - Non Housing R&M,2333
2016,Dec,All Repair and Maintenance,4950
2016,Dec,All Work,14178
2017,"Jan ",New Housing - Public,510
2017,"Jan ",New Housing - Private,2865
2017,"Jan ",Total Housing,3376
2017,"Jan ",Other New Work - Infrastructure,1837
2017,"Jan ",Other New Work - Excluding Infrastructure - Public,1045
2017,"Jan ",Other New Work - Excluding Infrastructure - Private Industrial,394
