Year,Month,Work Type,Value
2020,Aug,Other New Work - Excluding Infrastructure - Private Commercial,1893
2020,Aug,All New Work,8161
2020,Aug,Repair & Maintenance - Housing - Private,562
2020,Aug,Repair & Maintenance - Housing - Public,1875
2020,Aug,Repair & Maintenance - Housing - Total,2437
2020,Aug,Repair and Maintenance - Non Housing R&M,2337
2020,Aug,All Repair and Maintenance,4774
2020,Aug,All Work,12935
2020,Sep,New Housing - Public,374
2020,Sep,New Housing - Private,2989
2020,Sep,Total Housing,3363
2020,Sep,Other New Work - Infrastructure,1834
2020,Sep,Other New Work - Excluding Infrastructure - Public,768
2020,Sep,Other New Work - Excluding Infrastructure - Private Industrial,361
2020,Sep,Other New Work - Excluding Infrastructure - Private Commercial,2011
2020,Sep,All New Work,8337
2020,Sep,Repair & Maintenance - Housing - Private,608
2020,Sep,Repair & Maintenance - Housing - Public,1979
2020,Sep,Repair & Maintenance - Housing - Total,2587
2020,Sep,Repair and Maintenance - Non Housing R&M,2428
2020,Sep,All Repair and Maintenance,5015
2020,Sep,All Work,13353
2020,Oct,New Housing - Public,402
2020,Oct,New Housing - Private,2991
2020,Oct,Total Housing,3393
2020,Oct,Other New Work - Infrastructure,1826
2020,Oct,Other New Work - Excluding Infrastructure - Public,867
2020,Oct,Other New Work - Excluding Infrastructure - Private Industrial,394
2020,Oct,Other New Work - Excluding Infrastructure - Private Commercial,1981
2020,Oct,All New Work,8461
2020,Oct,Repair & Maintenance - Housing - Private,633
2020,Oct,Repair & Maintenance - Housing - Public,2046
2020,Oct,Repair & Maintenance - Housing - Total,2679
2020,Oct,Repair and Maintenance - Non Housing R&M,2473
2020,Oct,All Repair and Maintenance,5152
2020,Oct,All Work,13613
2020,Nov,New Housing - Public,405
2020,Nov,New Housing - Private,3020
2020,Nov,Total Housing,3426
2020,Nov,Other New Work - Infrastructure,2002
2020,Nov,Other New Work - Excluding Infrastructure - Public,844
2020,Nov,Other New Work - Excluding Infrastructure - Private Industrial,399
2020,Nov,Other New Work - Excluding Infrastructure - Private Commercial,2009
2020,Nov,All New Work,8680
2020,Nov,Repair & Maintenance - Housing - Private,647
2020,Nov,Repair & Maintenance - Housing - Public,1917
2020,Nov,Repair & Maintenance - Housing - Total,2564
2020,Nov,Repair and Maintenance - Non Housing R&M,2485
2020,Nov,All Repair and Maintenance,5049
2020,Nov,All Work,13729
2020,Dec,New Housing - Public,366
2020,Dec,New Housing - Private,3054
2020,Dec,Total Housing,3420
2020,Dec,Other New Work - Infrastructure,2007
2020,Dec,Other New Work - Excluding Infrastructure - Public,842
2020,Dec,Other New Work - Excluding Infrastructure - Private Industrial,354
2020,Dec,Other New Work - Excluding Infrastructure - Private Commercial,1850
2020,Dec,All New Work,8473
2020,Dec,Repair & Maintenance - Housing - Private,641
2020,Dec,Repair & Maintenance - Housing - Public,1923
2020,Dec,Repair & Maintenance - Housing - Total,2564
2020,Dec,Repair and Maintenance - Non Housing R&M,2477
2020,Dec,All Repair and Maintenance,5040
2020,Dec,All Work,13514
2021,Jan,New Housing - Public,398
2021,Jan,New Housing - Private,2905
2021,Jan,Total Housing,3303
2021,Jan,Other New Work - Infrastructure,2031
2021,Jan,Other New Work - Excluding Infrastructure - Public,841
2021,Jan,Other New Work - Excluding Infrastructure - Private Industrial,348
2021,Jan,Other New Work - Excluding Infrastructure - Private Commercial,1886
2021,Jan,All New Work,8408
2021,Jan,Repair & Maintenance - Housing - Private,641
2021,Jan,Repair & Maintenance - Housing - Public,1836
2021,Jan,Repair & Maintenance - Housing - Total,2477
2021,Jan,Repair and Maintenance - Non Housing R&M,2507
2021,Jan,All Repair and Maintenance,4984
2021,Jan,All Work,13392
2021,Feb,New Housing - Public,428
2021,Feb,New Housing - Private,3098
2021,Feb,Total Housing,3527
2021,Feb,Other New Work - Infrastructure,1997
2021,Feb,Other New Work - Excluding Infrastructure - Public,842
2021,Feb,Other New Work - Excluding Infrastructure - Private Industrial,352
2021,Feb,Other New Work - Excluding Infrastructure - Private Commercial,1982
2021,Feb,All New Work,8700
2021,Feb,Repair & Maintenance - Housing - Private,592
2021,Feb,Repair & Maintenance - Housing - Public,1973
2021,Feb,Repair & Maintenance - Housing - Total,2565
2021,Feb,Repair and Maintenance - Non Housing R&M,2586
2021,Feb,All Repair and Maintenance,5151
2021,Feb,All Work,13852
2021,Mar,New Housing - Public,414
2021,Mar,New Housing - Private,3376
2021,Mar,Total Housing,3790
2021,Mar,Other New Work - Infrastructure,2135
2021,Mar,Other New Work - Excluding Infrastructure - Public,859
2021,Mar,Other New Work - Excluding Infrastructure - Private Industrial,360
2021,Mar,Other New Work - Excluding Infrastructure - Private Commercial,1996
2021,Mar,All New Work,9139
2021,Mar,Repair & Maintenance - Housing - Private,585
2021,Mar,Repair & Maintenance - Housing - Public,2132
2021,Mar,Repair & Maintenance - Housing - Total,2717
2021,Mar,Repair and Maintenance - Non Housing R&M,2668
2021,Mar,All Repair and Maintenance,5385
2021,Mar,All Work,14523
2021,Apr,New Housing - Public,427
2021,Apr,New Housing - Private,3136
2021,Apr,Total Housing,3563
2021,Apr,Other New Work - Infrastructure,2351
2021,Apr,Other New Work - Excluding Infrastructure - Public,860
2021,Apr,Other New Work - Excluding Infrastructure - Private Industrial,364
2021,Apr,Other New Work - Excluding Infrastructure - Private Commercial,2022
2021,Apr,All New Work,9160
2021,Apr,Repair & Maintenance - Housing - Private,626
2021,Apr,Repair & Maintenance - Housing - Public,1981
2021,Apr,Repair & Maintenance - Housing - Total,2607
2021,Apr,Repair and Maintenance - Non Housing R&M,2813
2021,Apr,All Repair and Maintenance,5420
2021,Apr,All Work,14580
2021,May,New Housing - Public,415
2021,May,New Housing - Private,3163
2021,May,Total Housing,3578
2021,May,Other New Work - Infrastructure,2397
2021,May,Other New Work - Excluding Infrastructure - Public,775
2021,May,Other New Work - Excluding Infrastructure - Private Industrial,352
2021,May,Other New Work - Excluding Infrastructure - Private Commercial,1894
2021,May,All New Work,8996
2021,May,Repair & Maintenance - Housing - Private,630
2021,May,Repair & Maintenance - Housing - Public,1971
2021,May,Repair & Maintenance - Housing - Total,2601
2021,May,Repair and Maintenance - Non Housing R&M,2764
2021,May,All Repair and Maintenance,5366
2021,May,All Work,14362
2021,Jun,New Housing - Public,417
2021,Jun,New Housing - Private,3043
2021,Jun,Total Housing,3460
2021,Jun,Other New Work - Infrastructure,2684
2021,Jun,Other New Work - Excluding Infrastructure - Public,837
2021,Jun,Other New Work - Excluding Infrastructure - Private Industrial,368
2021,Jun,Other New Work - Excluding Infrastructure - Private Commercial,1896
2021,Jun,All New Work,9246
2021,Jun,Repair & Maintenance - Housing - Private,624
2021,Jun,Repair & Maintenance - Housing - Public,1915
2021,Jun,Repair & Maintenance - Housing - Total,2540
2021,Jun,Repair and Maintenance - Non Housing R&M,2627
2021,Jun,All Repair and Maintenance,5167
2021,Jun,All Work,14412
2021,Jul,New Housing - Public,420
2021,Jul,New Housing - Private,2985
2021,Jul,Total Housing,3405
2021,Jul,Other New Work - Infrastructure,2715
2021,Jul,Other New Work - Excluding Infrastructure - Public,722
2021,Jul,Other New Work - Excluding Infrastructure - Private Industrial,428
2021,Jul,Other New Work - Excluding Infrastructure - Private Commercial,1869
2021,Jul,All New Work,9139
2021,Jul,Repair & Maintenance - Housing - Private,667
2021,Jul,Repair & Maintenance - Housing - Public,1861
2021,Jul,Repair & Maintenance - Housing - Total,2528
2021,Jul,Repair and Maintenance - Non Housing R&M,2606
2021,Jul,All Repair and Maintenance,5134
2021,Jul,All Work,14273
2021,Aug,New Housing - Public,419
2021,Aug,New Housing - Private,3014
2021,Aug,Total Housing,3433
2021,Aug,Other New Work - Infrastructure,2726
2021,Aug,Other New Work - Excluding Infrastructure - Public,710
2021,Aug,Other New Work - Excluding Infrastructure - Private Industrial,434
2021,Aug,Other New Work - Excluding Infrastructure - Private Commercial,1837
2021,Aug,All New Work,9140
2021,Aug,Repair & Maintenance - Housing - Private,659
2021,Aug,Repair & Maintenance - Housing - Public,1920
2021,Aug,Repair & Maintenance - Housing - Total,2579
2021,Aug,Repair and Maintenance - Non Housing R&M,2524
2021,Aug,All Repair and Maintenance,5103
2021,Aug,All Work,14243
